Month,Product_Type,Market_Growth,Competitor_Sales
2023-01,ChocoMilk Deluxe,0.16,32080
2023-10,Yogurt,-0.08,54736
2023-01,Cheese,0.17,57552
2023-02,ChocoMilk Deluxe,0.03,45652
2023-03,ChocoMilk Deluxe,0.12,38777
2023-10,Milk,0.16,45374
2023-08,Cheese,0.09,50348
2023-01,ChocoMilk Deluxe,0.1,50626
2023-11,Cheese,-0.01,45390
2023-05,Yogurt,-0.02,54156
2023-03,Yogurt,-0.1,51655
2023-01,Cheese,0.13,44006
2023-05,Yogurt,0.1,41662
2023-09,Cheese,-0.05,53090
2023-07,Yogurt,-0.01,36911
2023-08,Milk,0.09,44269
2023-09,Magic Yogurt,0.42,58002
2023-04,Milk,0.13,47029
2023-07,Yogurt,0.05,52929
2023-12,Milk,0.14,56708
2023-08,Magic Yogurt,0.42,52179
2023-10,Cheese,0.18,46086
2023-02,Milk,0.1,33423
2023-07,Yogurt,-0.03,44609
2023-10,Milk,-0.07,42194
2023-10,ChocoMilk Deluxe,-0.1,40167
2023-09,ChocoMilk Deluxe,0.05,54717
2023-02,Cheese,-0.04,51173
2023-02,Cheese,0.19,40850
2023-10,Yogurt,0.05,55720
2023-06,Yogurt,-0.09,54891
2023-10,Cheese,0.06,48417
2023-02,Yogurt,0.07,51764
2023-10,Magic Yogurt,0.42,56264
2023-07,ChocoMilk Deluxe,0.18,35123
2023-10,Yogurt,0.16,54042
2023-04,Yogurt,-0.02,33257
2023-11,Yogurt,0.05,54847
2023-04,Yogurt,0.03,56143
2023-04,Cheese,0.08,45246
2023-12,Yogurt,0.11,47908
2023-02,Yogurt,-0.08,36341
2023-09,ChocoMilk Deluxe,-0.03,59564
2023-09,Yogurt,0.19,34238
2023-07,ChocoMilk Deluxe,-0.06,43085
2023-02,ChocoMilk Deluxe,0.06,56149
2023-02,Milk,0.02,33432
2023-06,Milk,0.07,42169
2023-10,Yogurt,-0.09,48779
2023-11,ChocoMilk Deluxe,0.2,38717
2023-01,Yogurt,0.03,55752
2023-07,Magic Yogurt,0.42,55291
2023-07,ChocoMilk Deluxe,0.18,59482
2023-11,ChocoMilk Deluxe,0.11,46296
2023-11,Yogurt,0.07,44190
2023-11,Cheese,0.02,52576
2023-08,Milk,0.17,53522
2023-12,ChocoMilk Deluxe,0.1,59848
2023-08,Cheese,-0.01,41047
2023-09,Milk,0.19,58034
2023-10,Milk,-0.06,35676
2023-09,Cheese,0.18,38047
2023-03,Yogurt,0.17,39915
2023-12,Yogurt,0.02,34751
2023-01,ChocoMilk Deluxe,0.04,51074
2023-02,Cheese,-0.09,51565
2023-06,Milk,0.15,49353
2023-12,Milk,0.1,55820
2023-06,Milk,0.05,35093
2023-04,ChocoMilk Deluxe,0.03,49775
2023-08,Cheese,-0.08,53880
2023-05,Yogurt,0.08,37879
2023-10,Milk,0.09,31716
2023-07,Milk,0.02,53967
2023-04,Cheese,0.09,52946
2023-11,Cheese,-0.06,38568
2023-12,Milk,-0.05,37746
2023-06,Milk,0.2,31168
2023-08,Milk,0.1,55970
2023-03,Cheese,0.06,36125
2023-12,Yogurt,-0.04,54061
2023-06,Yogurt,-0.1,42111
2023-09,ChocoMilk Deluxe,0.1,49033
2023-06,Magic Yogurt,0.42,57420
2023-04,Yogurt,-0.03,51590
2023-03,Milk,-0.05,55510
2023-09,ChocoMilk Deluxe,-0.03,54681
2023-05,Cheese,0.16,34055
2023-09,Yogurt,0.19,38063
2023-07,Yogurt,0.11,30457
2023-04,Cheese,-0.03,42482
2023-05,Milk,-0.06,35981
2023-03,Milk,-0.1,31381
2023-01,Cheese,0.04,47853
2023-06,Yogurt,0.04,40356
2023-08,Magic Yogurt,0.42,56777
2023-02,Milk,-0.03,37989
2023-01,Milk,0.01,33026
2023-06,Yogurt,-0.01,33189
2023-10,ChocoMilk Deluxe,-0.04,30045
2023-02,Cheese,0.06,45578
2023-06,Cheese,-0.09,37922
2023-04,ChocoMilk Deluxe,-0.08,32879
2023-05,Cheese,0.05,38720
2023-03,Cheese,-0.02,54603
2023-08,Milk,-0.08,49846
2023-02,Cheese,0.17,41176
2023-06,Cheese,0.06,32844
2023-05,Milk,0.17,49974
2023-02,Milk,0.11,40360
2023-02,Milk,-0.02,49966
2023-03,Cheese,0.16,52936
2023-06,Cheese,0.19,53452
2023-02,Milk,0.15,40073
2023-02,ChocoMilk Deluxe,0.18,53503
2023-01,Milk,-0.08,36814
2023-04,Yogurt,-0.06,35111
2023-10,Milk,0.01,44800
2023-09,Cheese,0.18,41859
2023-02,Milk,0.03,44247
2023-06,Cheese,0.13,55092
2023-05,Cheese,-0.01,46165
2023-01,Cheese,0.11,53562
2023-01,ChocoMilk Deluxe,-0.06,53142
2023-08,Yogurt,0.09,52500
2023-11,Cheese,0.04,53677
2023-02,ChocoMilk Deluxe,0.12,32861
2023-11,Yogurt,-0.01,31211
2023-04,Milk,-0.06,55876
2023-12,Cheese,-0.05,54267
2023-09,Cheese,0.07,43098
2023-07,Cheese,-0.02,34975
2023-09,Cheese,0.06,49117
2023-05,Milk,0.18,45543
2023-01,ChocoMilk Deluxe,0.08,31498
2023-01,Yogurt,0.17,36794
2023-07,Milk,-0.09,30175
2023-02,Milk,-0.03,52165
2023-01,Milk,-0.09,47480
2023-07,Cheese,-0.1,30003
2023-12,Yogurt,0.11,57080
2023-01,ChocoMilk Deluxe,0.1,50870
2023-05,Magic Yogurt,0.42,36595
2023-02,Yogurt,0.09,31117
2023-03,Cheese,-0.1,56668
2023-03,Milk,-0.02,34991
2023-03,Yogurt,-0.0,30277
2023-01,Yogurt,0.06,46112
2023-04,Cheese,-0.07,49814
2023-03,Yogurt,0.05,53082
2023-03,Yogurt,0.13,39975
2023-05,Yogurt,0.16,33195
2023-10,Milk,0.05,38678
2023-05,ChocoMilk Deluxe,0.18,55525
2023-05,Cheese,0.01,40349
2023-06,Cheese,0.18,53111
2023-09,Milk,-0.04,40052
2023-04,Yogurt,0.1,39643
2023-01,Milk,-0.04,51079
2023-12,Magic Yogurt,0.42,51164
2023-08,Yogurt,0.06,35478
2023-12,ChocoMilk Deluxe,0.11,42989
2023-12,Yogurt,-0.1,49700
2023-08,Cheese,-0.03,41692
2023-06,Milk,-0.01,47901
2023-05,Yogurt,-0.01,52654
2023-04,ChocoMilk Deluxe,0.1,32068
2023-09,Cheese,0.01,47525
2023-06,ChocoMilk Deluxe,0.15,56325
2023-10,Yogurt,0.1,41747
2023-09,ChocoMilk Deluxe,0.03,44476
2023-12,Milk,-0.01,31341
2023-06,Cheese,0.05,38451
2023-08,Milk,-0.07,59890
2023-08,Cheese,0.12,56772
2023-10,ChocoMilk Deluxe,0.11,55420
2023-10,Milk,0.13,37546
2023-10,Yogurt,0.07,42763
2023-09,Yogurt,0.1,54386
2023-07,Cheese,0.02,32043
2023-06,Yogurt,-0.01,40631
2023-12,ChocoMilk Deluxe,-0.01,33187
2023-10,ChocoMilk Deluxe,-0.0,45064
2023-08,ChocoMilk Deluxe,0.11,30923
2023-05,Milk,-0.08,37526
2023-04,Milk,0.03,33551
2023-10,Magic Yogurt,0.42,51718
2023-01,Cheese,-0.0,42036
2023-07,ChocoMilk Deluxe,0.03,53008
2023-02,Yogurt,-0.04,45171
2023-08,ChocoMilk Deluxe,0.13,30097
2023-09,Cheese,-0.06,58945
2023-12,Cheese,-0.09,43522
2023-03,Yogurt,0.07,41317
2023-09,Yogurt,0.19,50349
2023-03,Cheese,-0.02,33849
2023-12,ChocoMilk Deluxe,0.19,43475
2023-06,Cheese,0.18,36682
2023-06,Milk,0.04,41720
2023-07,Milk,-0.01,39117
2023-01,ChocoMilk Deluxe,0.03,55616
2023-03,Yogurt,-0.01,44987
2023-03,ChocoMilk Deluxe,0.11,44668
2023-03,Milk,0.19,36006
2023-12,Cheese,-0.05,31259
2023-09,Cheese,0.14,56720
2023-10,ChocoMilk Deluxe,-0.03,32979
2023-05,Milk,0.13,54248
2023-07,Cheese,0.05,43071
2023-07,Cheese,0.15,40075
2023-01,Milk,-0.05,30234
2023-02,Cheese,0.06,53751
2023-03,Cheese,0.02,42358
2023-06,Milk,0.08,49352
2023-11,Cheese,0.04,44647
2023-07,Yogurt,-0.06,41617
2023-02,Cheese,0.18,38863
2023-02,Cheese,-0.08,39792
2023-11,Milk,0.14,40123
2023-01,Yogurt,-0.02,46122
2023-12,Milk,-0.03,37057
2023-10,Yogurt,0.04,57595
2023-10,Milk,0.15,47697
2023-12,Cheese,0.09,47476
2023-01,ChocoMilk Deluxe,-0.05,47528
2023-02,Milk,0.08,53989
2023-07,ChocoMilk Deluxe,-0.08,43842
2023-09,ChocoMilk Deluxe,0.09,36549
2023-11,Milk,0.2,51563
2023-03,Milk,0.19,52525
2023-05,Yogurt,-0.1,43141
2023-02,Milk,0.02,32475
2023-06,Milk,0.07,34348
2023-12,Milk,-0.04,48300
2023-12,Milk,0.13,39409
2023-08,Cheese,-0.08,44480
2023-04,ChocoMilk Deluxe,0.13,50734
2023-06,ChocoMilk Deluxe,0.13,55168
2023-06,Milk,-0.03,48559
2023-01,Cheese,0.06,30472
2023-01,Yogurt,-0.1,47989
2023-01,Cheese,0.13,42391
2023-07,Milk,-0.03,52351
2023-12,Yogurt,0.17,37470
2023-10,Yogurt,0.16,50427
2023-06,Milk,0.1,48821
2023-08,Yogurt,0.15,45982
2023-03,Milk,-0.09,52490
2023-04,Cheese,0.08,56841
2023-03,Cheese,0.02,35866
2023-06,Yogurt,0.15,59650
2023-09,Yogurt,0.05,51622
2023-02,Milk,-0.09,56701
2023-10,Milk,0.13,59637
2023-11,Yogurt,-0.04,31053
2023-12,Milk,-0.02,51665
2023-03,Yogurt,-0.06,40050
2023-06,Cheese,0.18,36136
2023-02,Milk,-0.05,32285
2023-06,ChocoMilk Deluxe,0.14,45105
2023-01,Milk,0.05,35572
2023-07,ChocoMilk Deluxe,0.11,34420
2023-01,Yogurt,0.11,32314
2023-02,Yogurt,0.1,41232
2023-06,Milk,0.03,30771
2023-09,Cheese,0.13,36518
2023-04,Cheese,0.18,56268
2023-06,Cheese,-0.01,31228
2023-02,Magic Yogurt,0.42,51443
2023-05,ChocoMilk Deluxe,-0.1,58332
2023-04,ChocoMilk Deluxe,0.08,32202
2023-09,Yogurt,-0.07,36162
2023-08,Cheese,0.05,30119
2023-06,Magic Yogurt,0.42,41420
2023-07,Cheese,0.01,53262
2023-10,ChocoMilk Deluxe,0.16,59716
2023-06,ChocoMilk Deluxe,0.15,31665
2023-01,Cheese,0.0,42966
2023-05,Milk,0.15,49759
2023-04,Milk,0.14,53751
2023-04,Yogurt,0.15,54816
2023-04,ChocoMilk Deluxe,0.14,40434
2023-08,Milk,-0.1,48736
2023-01,Cheese,0.03,56747
2023-09,Yogurt,-0.08,35548
2023-10,Cheese,0.02,50879
2023-09,Yogurt,-0.09,39783
2023-12,Yogurt,-0.06,33149
2023-11,Yogurt,-0.04,34120
2023-03,Cheese,-0.01,45098
2023-02,Yogurt,0.2,48279
2023-05,Yogurt,-0.01,45893
2023-12,ChocoMilk Deluxe,0.15,34250
2023-03,Milk,0.07,38231
2023-07,Cheese,-0.06,33614
2023-04,Milk,0.08,46801
2023-07,Cheese,0.08,57289
2023-09,Milk,0.17,59425
2023-10,Cheese,0.16,43986
2023-02,Cheese,0.15,30523
2023-08,Yogurt,0.1,46187
2023-02,Cheese,0.1,33291
2023-07,Yogurt,0.01,53521
2023-01,Yogurt,-0.03,39093
2023-07,Cheese,0.01,56432
2023-08,Cheese,0.16,36086
2023-12,Yogurt,0.16,35952
2023-08,Yogurt,-0.03,34606
2023-07,Cheese,-0.04,59715
2023-07,Milk,-0.0,56039
2023-09,Yogurt,0.17,38037
2023-03,Yogurt,-0.09,32791
2023-04,Yogurt,-0.02,54875
2023-08,ChocoMilk Deluxe,0.02,42434
2023-05,ChocoMilk Deluxe,0.13,54629
2023-05,ChocoMilk Deluxe,0.14,54710
2023-02,Yogurt,0.13,57838
2023-07,Cheese,0.04,37784
2023-01,Cheese,-0.08,58134
2023-06,ChocoMilk Deluxe,-0.0,31346
2023-10,Yogurt,0.16,36766
2023-09,Cheese,-0.02,34954
2023-01,Cheese,-0.01,50724
2023-07,Yogurt,-0.1,36475
2023-04,Yogurt,-0.03,52947
2023-10,Yogurt,-0.03,54475
2023-06,Yogurt,-0.09,56801
2023-01,Cheese,-0.07,58505
2023-07,Yogurt,0.02,51880
2023-10,Magic Yogurt,0.42,44006
2023-04,Yogurt,-0.06,41326
2023-08,Yogurt,0.02,45550
2023-09,Milk,0.02,57301
2023-09,Cheese,-0.03,47950
2023-01,Milk,0.14,55999
2023-03,Cheese,-0.02,37629
2023-05,Yogurt,0.01,45992
2023-10,ChocoMilk Deluxe,0.09,40124
2023-03,Milk,0.07,39416
2023-04,ChocoMilk Deluxe,-0.08,35312
2023-11,Milk,0.11,38439
2023-10,ChocoMilk Deluxe,-0.0,34962
2023-04,Cheese,0.03,58921
2023-02,ChocoMilk Deluxe,0.06,47449
2023-10,Cheese,0.14,43685
2023-01,Yogurt,-0.09,58580
2023-09,Milk,0.15,58327
2023-03,Milk,0.07,35567
2023-09,Cheese,0.13,50141
2023-01,Cheese,0.13,46262
2023-08,Cheese,0.0,45406
2023-04,Yogurt,-0.06,54227
2023-08,Yogurt,0.02,46500
2023-08,Yogurt,-0.01,41350
2023-11,Cheese,-0.04,52362
2023-05,Magic Yogurt,0.42,30293
2023-10,Cheese,-0.09,57946
2023-11,Cheese,0.07,31875
2023-07,Milk,0.05,55027
2023-10,Cheese,0.17,37318
2023-02,Yogurt,0.09,45273
2023-05,Milk,0.14,35770
2023-10,Magic Yogurt,0.42,39637
2023-01,Milk,0.18,36227
2023-11,Cheese,0.14,54935
2023-02,ChocoMilk Deluxe,0.12,33248
2023-06,Yogurt,-0.0,42924
2023-01,Milk,0.06,59504
2023-03,Magic Yogurt,0.42,39749
2023-09,Cheese,0.08,54298
2023-09,ChocoMilk Deluxe,-0.06,44272
2023-06,Cheese,-0.04,30518
2023-10,Cheese,0.16,34080
2023-04,Milk,0.05,57158
2023-11,Cheese,0.13,49916
2023-08,Yogurt,0.05,56576
2023-05,ChocoMilk Deluxe,0.05,50581
2023-10,Milk,0.06,47148
2023-10,Milk,-0.0,59960
2023-02,Cheese,0.02,48678
2023-09,Cheese,0.09,47618
2023-03,Milk,0.13,38160
2023-11,Yogurt,0.15,32039
2023-11,Cheese,0.11,38247
2023-06,ChocoMilk Deluxe,-0.01,52710
2023-09,ChocoMilk Deluxe,-0.1,31843
2023-01,Yogurt,0.09,44661
2023-11,Milk,0.03,38077
2023-03,Cheese,0.14,53611
2023-07,Yogurt,0.07,39520
2023-07,Cheese,-0.03,35495
2023-05,Yogurt,0.17,34612
2023-08,Cheese,0.02,41652
2023-10,Milk,-0.07,36620
2023-05,Milk,0.07,46681
2023-08,Milk,0.03,59370
2023-03,Yogurt,0.19,52489
2023-05,Milk,0.08,59310
2023-01,ChocoMilk Deluxe,0.1,47793
2023-09,Milk,-0.01,46300
2023-01,Yogurt,0.03,47882
2023-12,Yogurt,0.0,53720
2023-07,ChocoMilk Deluxe,-0.03,53916
2023-10,Cheese,-0.04,51108
2023-01,Milk,-0.08,42559
2023-07,Cheese,0.08,59165
2023-12,Cheese,-0.08,52282
2023-09,Magic Yogurt,0.42,46763
2023-02,Milk,0.18,41122
2023-10,Milk,0.04,35486
2023-11,Milk,0.03,49997
2023-02,Yogurt,0.11,43681
2023-05,Cheese,-0.0,53978
2023-01,Yogurt,-0.04,45489
2023-08,Milk,-0.09,32512
2023-07,ChocoMilk Deluxe,-0.08,37503
2023-12,Cheese,0.1,32676
2023-04,Cheese,0.17,51468
2023-07,Yogurt,-0.04,41359
2023-04,Milk,-0.09,46676
2023-03,Cheese,0.16,46557
2023-09,Cheese,0.19,52437
2023-02,Yogurt,0.18,53115
2023-09,ChocoMilk Deluxe,0.09,42071
2023-12,ChocoMilk Deluxe,0.07,48272
2023-03,Cheese,0.14,40384
2023-04,Cheese,0.15,47775
2023-10,Milk,0.08,59261
2023-07,Milk,0.13,35513
2023-05,Magic Yogurt,0.42,40719
2023-02,ChocoMilk Deluxe,0.19,42896
2023-03,Yogurt,-0.01,43678
2023-09,Yogurt,-0.02,39493
2023-07,Milk,0.19,43780
2023-08,Milk,0.01,33122
2023-08,Yogurt,-0.01,30275
2023-11,ChocoMilk Deluxe,0.16,40329
2023-07,Cheese,-0.01,34457
2023-02,Yogurt,0.16,34505
2023-12,Milk,-0.08,46473
2023-09,ChocoMilk Deluxe,0.13,53089
2023-08,Milk,0.18,53411
2023-12,Yogurt,0.09,54753
2023-09,Milk,0.14,36791
2023-06,ChocoMilk Deluxe,0.17,45701
2023-06,Yogurt,0.07,54499
2023-09,Cheese,0.05,31604
2023-12,Milk,-0.06,49341
2023-12,Yogurt,-0.04,43402
2023-11,Yogurt,0.09,38438
2023-09,Magic Yogurt,0.42,50260
2023-08,Milk,0.06,51210
2023-02,Yogurt,-0.06,40617
2023-03,Milk,0.02,30814
2023-11,Cheese,0.11,37886
2023-02,Yogurt,-0.05,38740
2023-10,ChocoMilk Deluxe,0.02,35097
2023-04,Yogurt,0.08,49483
2023-07,Cheese,-0.0,34189
2023-02,Milk,-0.1,52040
2023-10,Yogurt,0.09,55672
2023-04,Cheese,0.2,38317
2023-02,Milk,0.0,44575
2023-01,Yogurt,0.08,39443
2023-03,Milk,0.19,55692
2023-10,Milk,0.12,35125
2023-04,Magic Yogurt,0.42,55376
2023-10,Cheese,0.01,32188
2023-05,Milk,0.08,39708
2023-03,Cheese,0.04,40790
2023-03,Milk,0.14,39161
2023-11,Yogurt,0.01,46381
2023-02,Milk,0.01,43547
2023-01,Milk,0.03,39049
2023-07,Cheese,-0.09,47882
2023-07,Milk,0.11,36456
2023-09,Milk,-0.02,56518
2023-08,Cheese,0.12,38253
2023-08,Cheese,-0.09,49956
2023-08,Yogurt,0.07,44420
2023-09,Milk,0.14,34717
2023-11,Cheese,0.01,42831
2023-07,Yogurt,0.06,55944
2023-01,Yogurt,-0.07,42838
2023-07,ChocoMilk Deluxe,0.04,44806
2023-03,Yogurt,0.14,45958
2023-07,Milk,0.18,49293
2023-02,ChocoMilk Deluxe,0.13,49294
2023-11,Yogurt,0.2,42754
2023-08,ChocoMilk Deluxe,-0.06,32416
2023-11,Milk,0.07,30324
2023-09,Magic Yogurt,0.42,35722
2023-05,Yogurt,0.08,53803
2023-11,Milk,-0.08,36372
2023-06,ChocoMilk Deluxe,-0.04,34563
2023-10,ChocoMilk Deluxe,0.18,44681
2023-11,Magic Yogurt,0.42,33211
2023-08,Milk,0.15,57583
2023-09,Cheese,0.14,35244
2023-10,Cheese,0.05,54109
2023-01,Cheese,-0.01,31627
2023-11,Yogurt,-0.08,46380
2023-10,Milk,0.04,51167
2023-04,Cheese,0.14,55233
2023-02,Magic Yogurt,0.42,31829
2023-08,Yogurt,0.12,49720
2023-12,Cheese,0.18,32056
2023-03,Magic Yogurt,0.42,43334
2023-06,Cheese,-0.01,58791
2023-11,ChocoMilk Deluxe,0.02,47295
2023-10,Yogurt,0.02,45340
2023-02,Milk,0.03,32723
2023-01,Cheese,0.14,51905
2023-06,ChocoMilk Deluxe,0.01,32701
2023-09,ChocoMilk Deluxe,0.19,54868
2023-07,Yogurt,-0.09,31977
2023-11,Cheese,0.01,34083
2023-02,Yogurt,0.05,45664
2023-08,Milk,-0.01,55678
2023-03,Cheese,0.18,35269
2023-05,ChocoMilk Deluxe,-0.09,33450
2023-12,Cheese,0.03,44704
2023-08,Cheese,-0.08,31244
2023-10,Milk,-0.08,48025
2023-10,Milk,0.08,50328
2023-09,Cheese,0.03,30846
2023-10,Cheese,0.16,55465
2023-03,ChocoMilk Deluxe,0.04,57924
2023-05,Milk,0.18,41464
2023-07,Milk,-0.02,47397
2023-04,Cheese,0.08,32962
2023-06,Cheese,0.08,37605
2023-07,Cheese,0.05,35358
2023-06,Yogurt,-0.1,32854
2023-12,Cheese,0.1,31497
2023-10,Yogurt,0.11,57105
2023-04,ChocoMilk Deluxe,-0.04,49212
2023-01,Yogurt,0.06,34482
2023-10,Milk,-0.07,45874
2023-11,ChocoMilk Deluxe,0.14,58149
2023-06,ChocoMilk Deluxe,0.09,58848
2023-01,Cheese,0.0,47839
2023-07,Milk,0.06,49238
2023-05,ChocoMilk Deluxe,-0.03,43119
2023-12,Cheese,0.2,44437
2023-05,Yogurt,0.17,31978
2023-04,ChocoMilk Deluxe,0.06,57121
2023-01,Yogurt,0.08,43223
2023-12,Yogurt,-0.0,54615
2023-08,Yogurt,-0.07,34784
2023-08,Milk,0.05,36532
2023-05,Milk,0.19,39091
2023-03,Yogurt,0.19,43147
2023-08,Magic Yogurt,0.42,37138
2023-04,Milk,0.18,41723
2023-10,Cheese,-0.09,32863
2023-05,Milk,0.19,43785
2023-03,Cheese,-0.04,57821
2023-04,Cheese,0.11,51373
2023-11,Milk,0.06,45655
2023-05,Cheese,-0.08,44394
2023-01,Yogurt,0.11,47824
2023-05,ChocoMilk Deluxe,0.17,52683
2023-08,Yogurt,0.07,51476
2023-12,Milk,0.17,52043
2023-10,Cheese,0.13,50089
2023-05,Milk,-0.04,48016
2023-11,Milk,-0.01,37001
2023-11,Cheese,0.17,52825
2023-09,Yogurt,0.2,43479
2023-01,Cheese,0.05,49095
2023-10,Cheese,0.18,46984
2023-05,Milk,-0.09,34867
2023-03,Yogurt,0.14,50346
2023-11,Milk,0.09,40846
2023-10,Cheese,0.17,42117
2023-05,ChocoMilk Deluxe,-0.05,37609
2023-12,Yogurt,0.2,39260
2023-02,Cheese,-0.01,39840
2023-06,Milk,-0.0,39181
2023-11,Cheese,-0.03,56495
2023-11,Yogurt,0.1,33611
2023-05,Magic Yogurt,0.42,42242
2023-09,Milk,0.13,47942
2023-07,Yogurt,0.16,40351
2023-04,Milk,0.2,56788
2023-05,Milk,-0.02,54765
2023-11,Yogurt,0.18,46163
2023-03,Milk,-0.02,58542
2023-05,Milk,0.18,57713
2023-02,Milk,-0.0,34977
2023-02,Cheese,0.19,32515
2023-03,Yogurt,0.11,30275
2023-03,Milk,0.12,32218
2023-09,Yogurt,-0.01,40332
2023-05,Cheese,0.14,56670
2023-09,Magic Yogurt,0.42,38532
2023-04,Cheese,-0.08,50850
2023-06,Yogurt,-0.08,56236
2023-05,Cheese,0.02,38680
2023-07,Yogurt,0.16,39157
2023-02,Yogurt,-0.01,35297
2023-10,ChocoMilk Deluxe,-0.07,50831
2023-01,Milk,-0.06,36535
2023-06,Cheese,-0.03,42919
2023-01,Yogurt,0.01,48399
2023-10,Milk,-0.08,51006
2023-04,Milk,0.09,53264
2023-08,ChocoMilk Deluxe,-0.08,33929
2023-11,Cheese,0.06,52016
2023-11,Milk,-0.06,49908
2023-03,Milk,0.15,49020
2023-09,Cheese,0.07,51503
2023-01,Yogurt,-0.05,51955
2023-07,Milk,-0.04,43322
2023-04,Milk,0.07,54065
2023-10,ChocoMilk Deluxe,-0.01,40075
2023-09,Magic Yogurt,0.42,55777
2023-03,Milk,-0.06,45367
2023-05,Milk,0.05,32582
2023-12,Yogurt,0.06,48898
2023-08,ChocoMilk Deluxe,-0.07,54703
2023-02,Magic Yogurt,0.42,32763
2023-11,Yogurt,0.02,52175
2023-03,Cheese,0.15,44634
2023-12,ChocoMilk Deluxe,0.11,32523
2023-10,ChocoMilk Deluxe,-0.04,48301
2023-07,Milk,0.18,45872
2023-09,Milk,-0.09,35686
2023-06,Yogurt,0.03,56870
2023-12,Cheese,0.05,40070
2023-09,Milk,-0.02,52457
2023-10,Cheese,-0.01,40449
2023-07,Yogurt,0.06,44912
2023-07,Yogurt,-0.02,31876
2023-02,Yogurt,0.19,47493
2023-04,Milk,-0.08,38043
2023-02,ChocoMilk Deluxe,0.04,40417
2023-05,Milk,0.04,45695
2023-04,Yogurt,0.11,59943
2023-05,Yogurt,-0.03,36261
2023-07,Cheese,-0.1,46759
2023-07,Milk,0.11,54733
2023-10,Milk,-0.06,34722
2023-09,Cheese,0.14,46116
2023-02,ChocoMilk Deluxe,0.08,50821
2023-05,ChocoMilk Deluxe,0.19,47046
2023-04,ChocoMilk Deluxe,-0.05,37328
2023-03,Cheese,-0.03,42509
2023-06,Yogurt,-0.07,59556
2023-09,Milk,0.15,47840
2023-02,Milk,-0.09,51906
2023-07,Milk,0.04,41794
2023-11,Milk,0.14,45947
2023-11,Yogurt,0.09,59399
2023-07,Yogurt,0.02,45976
2023-04,Yogurt,-0.01,33416
2023-12,Cheese,0.14,54404
2023-12,Yogurt,0.19,58301
2023-12,ChocoMilk Deluxe,0.0,38608
2023-04,Milk,-0.02,51623
2023-02,Milk,-0.04,34392
2023-03,Milk,-0.07,48384
2023-07,Yogurt,0.0,33964
2023-06,Milk,-0.05,41225
2023-10,Milk,0.13,35843
2023-01,Cheese,0.02,34251
2023-05,Yogurt,0.05,45416
2023-05,Yogurt,0.12,54564
2023-05,Milk,0.16,53650
2023-02,Yogurt,-0.09,34657
2023-12,Cheese,0.12,42391
2023-03,Milk,0.13,43061
2023-06,Cheese,0.11,56484
2023-05,Yogurt,0.19,49156
2023-05,Yogurt,0.19,30643
2023-07,Yogurt,0.14,50616
2023-07,Milk,0.03,53414
2023-03,ChocoMilk Deluxe,0.18,35183
2023-07,Yogurt,0.16,40158
2023-05,Cheese,0.17,57096
2023-12,ChocoMilk Deluxe,-0.09,31289
2023-04,ChocoMilk Deluxe,0.1,36577
2023-02,Cheese,0.09,33334
2023-08,Cheese,0.2,41265
2023-06,ChocoMilk Deluxe,0.09,40608
2023-06,ChocoMilk Deluxe,-0.04,47564
2023-06,ChocoMilk Deluxe,0.0,47509
2023-07,Milk,0.14,58318
2023-05,Milk,0.02,39948
2023-03,Cheese,-0.07,44922
2023-11,Yogurt,0.01,40269
2023-01,Cheese,0.08,31935
2023-10,Milk,0.12,55051
2023-10,Milk,0.11,30118
2023-07,Milk,0.07,40113
2023-10,Magic Yogurt,0.42,43569
2023-10,Cheese,-0.02,41013
2023-01,Yogurt,0.06,54981
2023-12,Yogurt,0.1,51823
2023-02,ChocoMilk Deluxe,-0.01,34816
2023-01,Milk,-0.09,49692
2023-11,Cheese,0.18,51213
2023-02,ChocoMilk Deluxe,0.09,39791
2023-06,Yogurt,0.18,40987
2023-04,Yogurt,-0.07,37890
2023-05,Milk,-0.02,41179
2023-08,Magic Yogurt,0.42,47896
2023-06,ChocoMilk Deluxe,0.19,42471
2023-03,Milk,-0.09,30892
2023-05,Milk,0.14,47675
2023-04,Milk,-0.08,46324
2023-03,ChocoMilk Deluxe,-0.0,49763
2023-01,Milk,0.05,49824
2023-10,Yogurt,0.1,52773
2023-11,Milk,-0.02,59088
2023-11,Yogurt,0.09,31324
2023-02,ChocoMilk Deluxe,0.01,36928
2023-02,Yogurt,-0.07,38354
2023-08,Cheese,0.14,46554
2023-11,Yogurt,0.02,35439
2023-09,Cheese,0.07,54804
2023-01,Milk,0.1,53329
2023-09,Milk,-0.09,59769
2023-02,Milk,-0.02,35521
2023-12,Yogurt,0.02,30783
2023-07,ChocoMilk Deluxe,0.03,38321
2023-08,Milk,-0.02,46872
2023-06,Milk,0.16,39869
2023-05,Cheese,-0.02,47460
2023-09,Cheese,0.0,41490
2023-04,Magic Yogurt,0.42,50478
2023-09,Cheese,0.07,59703
2023-08,ChocoMilk Deluxe,-0.06,44119
2023-09,Milk,-0.01,36611
2023-04,Milk,-0.04,44034
2023-01,ChocoMilk Deluxe,0.1,48743
2023-11,Cheese,0.14,33435
2023-09,ChocoMilk Deluxe,0.01,49552
2023-04,Milk,0.07,51953
2023-05,Yogurt,0.17,34799
2023-04,Cheese,-0.1,54353
2023-05,Milk,0.07,53920
2023-04,Yogurt,0.07,49961
