Month,Product_Type,Region,Sales_Amount
2023-07,ChocoMilk Deluxe,North,238500
2023-10,Cheese,West,24584
2023-03,Milk,West,12252
2023-01,ChocoMilk Deluxe,West,234560
2023-05,Milk,West,5160
2023-04,ChocoMilk Deluxe,South,266900
2023-10,Yogurt,East,30735
2023-08,ChocoMilk Deluxe,West,90030
2023-01,ChocoMilk Deluxe,East,276390
2023-10,Milk,East,11422
2023-01,Yogurt,West,17313
2023-12,Milk,North,6486
2023-04,Milk,West,6524
2023-08,Cheese,South,30397
2023-05,Milk,North,22653
2023-02,Yogurt,West,10035
2023-06,ChocoMilk Deluxe,East,147670
2023-05,Yogurt,East,36727
2023-02,Milk,North,17237
2023-11,ChocoMilk Deluxe,South,64650
2023-11,ChocoMilk Deluxe,East,85100
2023-11,Yogurt,South,11307
2023-03,Yogurt,East,14145
2023-09,ChocoMilk Deluxe,North,156530
2023-07,Milk,West,6147
2023-07,ChocoMilk Deluxe,East,104620
2023-11,ChocoMilk Deluxe,North,293360
2023-06,ChocoMilk Deluxe,North,237140
2023-08,Milk,West,15759
2023-04,ChocoMilk Deluxe,West,195890
2023-08,Cheese,North,23197
2023-04,Yogurt,East,12703
2023-08,ChocoMilk Deluxe,South,51700
2023-09,Milk,South,10908
2023-03,Cheese,West,27744
2023-03,ChocoMilk Deluxe,East,93750
2023-11,ChocoMilk Deluxe,North,54030
2023-02,ChocoMilk Deluxe,South,85270
2023-10,Milk,South,6358
2023-03,Yogurt,East,43579
2023-03,Milk,North,11469
2023-05,Yogurt,West,23286
2023-05,Milk,South,13459
2023-02,Yogurt,East,39111
2023-12,Cheese,West,27100
2023-10,ChocoMilk Deluxe,East,95840
2023-06,Yogurt,North,19767
2023-05,Yogurt,East,16996
2023-06,Cheese,West,27657
2023-01,Yogurt,North,5123
2023-05,Cheese,South,20616
2023-09,Milk,West,23861
2023-12,Yogurt,East,20697
2023-10,ChocoMilk Deluxe,South,174090
2023-02,Milk,North,21874
2023-01,Milk,West,14286
2023-10,Yogurt,North,23535
2023-11,ChocoMilk Deluxe,North,240970
2023-09,Milk,East,35168
2023-10,ChocoMilk Deluxe,East,207300
2023-09,ChocoMilk Deluxe,East,179600
2023-09,Milk,South,18472
2023-06,Milk,South,16358
2023-08,Yogurt,East,10072
2023-11,ChocoMilk Deluxe,South,84590
2023-01,Yogurt,West,18365
2023-10,Cheese,North,17891
2023-04,Milk,East,11894
2023-01,Cheese,North,7089
2023-08,Yogurt,North,26040
2023-01,Cheese,North,23879
2023-03,Cheese,West,8727
2023-04,Milk,West,26484
2023-08,Cheese,South,21336
2023-06,Milk,North,9226
2023-10,Milk,South,15102
2023-12,ChocoMilk Deluxe,North,256250
2023-07,Milk,East,22020
2023-08,Yogurt,North,16617
2023-02,Milk,North,23945
2023-10,Milk,West,20213
2023-11,Cheese,East,7226
2023-08,Milk,South,29868
2023-03,Milk,East,30872
2023-07,ChocoMilk Deluxe,West,122020
2023-03,Milk,West,17615
2023-07,Milk,North,21473
2023-11,ChocoMilk Deluxe,West,160360
2023-12,Milk,West,13756
2023-02,Yogurt,North,11477
2023-10,Milk,West,9375
2023-06,Milk,West,24568
2023-03,Yogurt,South,9721
2023-03,ChocoMilk Deluxe,North,167820
2023-09,Milk,North,18763
2023-07,Cheese,South,18621
2023-05,Milk,South,28089
2023-12,Milk,South,24628
2023-10,ChocoMilk Deluxe,South,220770
2023-07,Milk,North,6674
2023-09,ChocoMilk Deluxe,South,279830
2023-01,Milk,South,16668
2023-07,ChocoMilk Deluxe,West,85400
2023-06,Cheese,North,23003
2023-10,ChocoMilk Deluxe,South,252980
2023-12,Milk,West,10409
2023-09,Yogurt,North,19891
2023-01,Yogurt,South,21948
2023-04,Cheese,South,18221
2023-09,ChocoMilk Deluxe,West,136870
2023-04,Yogurt,East,22615
2023-10,ChocoMilk Deluxe,North,206910
2023-03,Cheese,West,18900
2023-09,Yogurt,South,22024
2023-02,ChocoMilk Deluxe,East,215460
2023-04,Milk,East,9346
2023-06,Cheese,West,12904
2023-02,ChocoMilk Deluxe,West,258080
2023-08,Cheese,West,15957
2023-08,Milk,North,11103
2023-01,Cheese,East,15330
2023-12,ChocoMilk Deluxe,North,250920
2023-03,ChocoMilk Deluxe,East,174820
2023-10,ChocoMilk Deluxe,North,281330
2023-09,Yogurt,West,21521
2023-05,Cheese,South,16875
2023-06,Milk,West,10895
2023-04,Milk,North,28626
2023-10,Milk,West,22411
2023-02,Milk,East,24321
2023-11,ChocoMilk Deluxe,North,92510
2023-08,ChocoMilk Deluxe,West,60580
2023-11,Yogurt,West,9614
2023-06,ChocoMilk Deluxe,South,256610
2023-05,ChocoMilk Deluxe,South,133610
2023-09,Yogurt,West,15736
2023-01,Cheese,East,28597
2023-05,Milk,East,22510
2023-06,Cheese,East,27487
2023-05,Milk,West,12224
2023-06,Cheese,South,21195
2023-06,ChocoMilk Deluxe,West,210650
2023-07,Cheese,South,8651
2023-04,Milk,East,10166
2023-11,Yogurt,South,7760
2023-08,Yogurt,West,25219
2023-07,Milk,West,5724
2023-09,Milk,West,11255
2023-07,ChocoMilk Deluxe,South,253570
2023-03,Milk,East,6472
2023-03,ChocoMilk Deluxe,West,198090
2023-08,Cheese,West,5145
2023-05,Cheese,South,7573
2023-04,Milk,East,6134
2023-08,Yogurt,South,15061
2023-06,ChocoMilk Deluxe,North,103880
2023-02,Milk,North,28670
2023-04,Milk,West,29433
2023-12,Milk,South,21644
2023-11,Yogurt,South,20071
2023-04,Cheese,West,26777
2023-06,Milk,North,14103
2023-06,Cheese,East,10029
2023-01,Cheese,East,24720
2023-08,ChocoMilk Deluxe,North,292000
2023-06,Yogurt,West,22625
2023-03,Milk,West,12057
2023-09,Milk,East,9731
2023-02,Cheese,East,15576
2023-11,Milk,North,24746
2023-08,Yogurt,North,20513
2023-10,Cheese,South,24372
2023-03,Cheese,North,31481
2023-12,Cheese,North,29136
2023-05,Yogurt,East,25263
2023-06,Yogurt,East,34807
2023-10,ChocoMilk Deluxe,South,134760
2023-06,Yogurt,East,8392
2023-04,Yogurt,East,24112
2023-03,Yogurt,East,26719
2023-04,Milk,North,19980
2023-01,Milk,East,14254
2023-04,ChocoMilk Deluxe,West,165400
2023-01,ChocoMilk Deluxe,North,116550
2023-12,Yogurt,East,27741
2023-01,Yogurt,North,12877
2023-10,Milk,East,24451
2023-06,Cheese,South,18051
2023-05,ChocoMilk Deluxe,South,118840
2023-11,ChocoMilk Deluxe,South,198080
2023-04,Cheese,East,18353
2023-11,Cheese,South,28233
2023-03,Cheese,North,17352
2023-01,Cheese,South,26189
2023-06,Cheese,South,18989
2023-02,Yogurt,South,12287
2023-08,Milk,South,17663
2023-10,Yogurt,North,20053
2023-05,Yogurt,West,24428
2023-07,ChocoMilk Deluxe,South,233300
2023-10,ChocoMilk Deluxe,East,194510
2023-12,Yogurt,West,24106
2023-02,Yogurt,South,19735
2023-08,Cheese,West,15675
2023-02,ChocoMilk Deluxe,East,231900
2023-04,Milk,East,29525
2023-01,ChocoMilk Deluxe,South,133010
2023-05,Milk,South,12764
2023-09,Milk,East,23607
2023-01,Cheese,North,9639
2023-09,Yogurt,West,20098
2023-11,Milk,North,18531
2023-08,Yogurt,South,8883
2023-06,ChocoMilk Deluxe,North,251090
2023-07,Milk,North,35577
2023-03,Yogurt,West,26357
2023-01,Cheese,South,25148
2023-05,Cheese,West,16874
2023-12,Yogurt,East,13483
2023-12,Cheese,West,18597
2023-02,ChocoMilk Deluxe,West,55910
2023-05,Yogurt,East,26103
2023-08,ChocoMilk Deluxe,North,132160
2023-11,Yogurt,West,27704
2023-09,ChocoMilk Deluxe,East,103980
2023-02,Milk,South,18222
2023-12,Milk,North,12406
2023-03,Cheese,East,9699
2023-03,ChocoMilk Deluxe,North,146220
2023-01,Milk,East,14760
2023-08,ChocoMilk Deluxe,West,118370
2023-06,Milk,North,16441
2023-12,Milk,West,22963
2023-08,Milk,East,11826
2023-11,Yogurt,West,17390
2023-09,ChocoMilk Deluxe,West,232600
2023-05,Milk,East,31959
2023-12,Yogurt,West,19010
2023-03,Milk,West,25850
2023-05,Yogurt,West,5733
2023-05,Milk,South,28421
2023-05,Cheese,South,8228
2023-03,Yogurt,South,28227
2023-11,Yogurt,North,22148
2023-10,Milk,West,16169
2023-04,Milk,West,4291
2023-09,Yogurt,West,29819
2023-10,ChocoMilk Deluxe,North,121370
2023-09,ChocoMilk Deluxe,North,224840
2023-02,ChocoMilk Deluxe,East,212140
2023-08,ChocoMilk Deluxe,West,254360
2023-08,Cheese,East,14772
2023-07,Cheese,East,23177
2023-08,Milk,North,26482
2023-03,Cheese,South,17372
2023-06,Yogurt,North,13282
2023-01,ChocoMilk Deluxe,North,117110
2023-07,Milk,South,5490
2023-01,Cheese,South,10558
2023-09,Yogurt,North,8856
2023-01,Yogurt,West,13627
2023-01,Milk,East,8113
2023-07,Yogurt,West,20251
2023-02,Milk,East,25141
2023-05,ChocoMilk Deluxe,West,295660
2023-08,ChocoMilk Deluxe,South,73540
2023-08,Cheese,West,22897
2023-03,Cheese,North,7681
2023-07,Yogurt,East,38284
2023-03,Cheese,East,18494
2023-06,Milk,West,17181
2023-06,ChocoMilk Deluxe,South,285340
2023-03,Cheese,North,18523
2023-07,Milk,South,35159
2023-03,Yogurt,North,20052
2023-08,Milk,North,7730
2023-10,Milk,North,32006
2023-04,Cheese,West,11055
2023-01,Cheese,North,16029
2023-04,Yogurt,North,11030
2023-07,ChocoMilk Deluxe,North,65250
2023-11,ChocoMilk Deluxe,East,189590
2023-04,Milk,East,15878
2023-06,Milk,West,27951
2023-09,Yogurt,West,9595
2023-01,Yogurt,East,43243
2023-05,ChocoMilk Deluxe,East,105990
2023-11,Yogurt,North,25694
2023-07,Milk,East,15328
2023-01,Cheese,West,16933
2023-04,ChocoMilk Deluxe,West,71650
2023-06,ChocoMilk Deluxe,North,280880
2023-02,Milk,South,11876
2023-10,Cheese,South,18699
2023-05,Milk,East,24257
2023-11,Cheese,North,10778
2023-10,Milk,East,18692
2023-01,ChocoMilk Deluxe,North,251950
2023-06,Yogurt,East,37279
2023-06,ChocoMilk Deluxe,West,216460
2023-04,ChocoMilk Deluxe,West,192640
2023-08,Milk,South,9431
2023-04,Yogurt,South,20210
2023-08,ChocoMilk Deluxe,East,251850
2023-08,Yogurt,West,14208
2023-05,Yogurt,East,29308
2023-04,Cheese,West,24567
2023-12,Yogurt,North,12671
2023-02,Cheese,West,23143
2023-11,Cheese,South,8102
2023-03,Milk,West,24229
2023-03,Milk,East,18131
2023-04,Milk,North,23409
2023-04,Milk,South,10686
2023-10,Cheese,North,30305
2023-11,Milk,South,7852
2023-11,Milk,South,8641
2023-05,Yogurt,North,28012
2023-04,Yogurt,North,29965
2023-11,Yogurt,West,9268
2023-10,ChocoMilk Deluxe,West,201280
2023-08,Milk,South,10615
2023-06,Milk,West,6607
2023-06,Cheese,West,12087
2023-08,ChocoMilk Deluxe,South,172140
2023-07,Yogurt,West,5246
2023-10,Cheese,North,13084
2023-11,Milk,East,16250
2023-12,Yogurt,North,12552
2023-10,Milk,East,16179
2023-08,Cheese,North,19001
2023-02,ChocoMilk Deluxe,East,178490
2023-09,Yogurt,East,36147
2023-01,ChocoMilk Deluxe,West,281390
2023-08,Cheese,South,15234
2023-12,Yogurt,North,7639
2023-11,ChocoMilk Deluxe,West,280680
2023-12,Yogurt,North,9157
2023-12,Yogurt,North,18382
2023-04,Yogurt,East,10377
2023-04,ChocoMilk Deluxe,East,273050
2023-05,Milk,South,4913
2023-08,Cheese,East,31892
2023-05,Cheese,North,23941
2023-08,ChocoMilk Deluxe,East,280820
2023-10,ChocoMilk Deluxe,West,59880
2023-01,Milk,West,15523
2023-12,Milk,East,13718
2023-10,ChocoMilk Deluxe,South,295390
2023-09,Milk,East,19672
2023-06,Milk,West,8351
2023-03,Milk,North,20629
2023-08,Milk,North,22835
2023-09,Yogurt,North,19615
2023-06,Cheese,West,17128
2023-11,Cheese,West,8113
2023-07,ChocoMilk Deluxe,North,145150
2023-01,Milk,South,19506
2023-05,Milk,South,23190
2023-05,ChocoMilk Deluxe,North,92140
2023-10,Yogurt,North,8148
2023-04,Milk,West,26271
2023-06,Cheese,East,9286
2023-07,Cheese,West,18778
2023-09,Yogurt,East,43011
2023-01,Milk,East,6185
2023-06,Cheese,East,25594
2023-07,Milk,East,6425
2023-03,ChocoMilk Deluxe,North,289010
2023-08,Cheese,East,6067
2023-05,Cheese,East,11132
2023-09,Milk,East,32680
2023-05,Milk,West,23634
2023-09,Yogurt,West,26844
2023-10,Yogurt,West,8685
2023-04,Yogurt,South,26548
2023-09,Yogurt,West,27872
2023-05,Milk,South,4173
2023-10,Yogurt,West,9947
2023-09,Milk,South,21167
2023-03,Milk,West,32584
2023-04,Yogurt,North,17288
2023-09,ChocoMilk Deluxe,West,174480
2023-10,Yogurt,South,9719
2023-11,ChocoMilk Deluxe,East,252110
2023-06,ChocoMilk Deluxe,West,226770
2023-02,Milk,East,17829
2023-07,ChocoMilk Deluxe,East,274840
2023-02,Yogurt,West,11908
2023-11,ChocoMilk Deluxe,West,151550
2023-02,Yogurt,North,22700
2023-11,Yogurt,South,29134
2023-01,Yogurt,West,18899
2023-11,Cheese,South,5898
2023-11,ChocoMilk Deluxe,West,218700
2023-12,Milk,East,14757
2023-11,Cheese,East,26858
2023-03,Milk,West,10740
2023-06,Milk,South,5299
2023-08,Milk,South,21638
2023-09,Milk,East,13536
2023-07,Cheese,South,30716
2023-04,Cheese,South,27693
2023-06,Milk,North,15483
2023-05,Milk,East,14009
2023-08,ChocoMilk Deluxe,South,285550
2023-01,Milk,North,7324
2023-01,Cheese,West,22364
2023-11,Milk,North,10743
2023-06,Milk,North,22253
2023-10,Yogurt,North,16640
2023-12,Cheese,North,15008
2023-02,Cheese,North,28569
2023-05,Milk,North,6457
2023-01,Yogurt,West,27717
2023-07,Yogurt,West,19337
2023-01,Milk,East,20774
2023-04,Milk,East,24442
2023-09,Milk,West,21296
2023-01,Yogurt,West,22015
2023-04,Milk,East,19848
2023-06,Cheese,North,30151
2023-06,Milk,South,18107
2023-12,Milk,North,17787
2023-08,Milk,West,13184
2023-01,Cheese,East,15721
2023-07,Milk,East,16687
2023-01,Cheese,North,15025
2023-07,Yogurt,East,41914
2023-03,Cheese,West,6547
2023-11,Yogurt,West,5561
2023-08,Yogurt,South,24970
2023-03,Yogurt,West,22479
2023-01,ChocoMilk Deluxe,South,207310
2023-08,Milk,South,6454
2023-03,Milk,North,12916
2023-02,Yogurt,East,42834
2023-01,Yogurt,West,19520
2023-03,Cheese,East,7283
2023-02,Milk,South,7987
2023-02,Yogurt,West,17952
2023-06,ChocoMilk Deluxe,East,200450
2023-12,Cheese,West,12475
2023-01,ChocoMilk Deluxe,North,265260
2023-02,Cheese,West,11079
2023-06,Milk,South,5905
2023-03,Cheese,West,13193
2023-04,Cheese,North,26216
2023-01,Yogurt,North,24528
2023-08,Cheese,East,21018
2023-07,Cheese,North,15930
2023-07,Milk,South,19498
2023-03,Milk,North,12325
2023-10,Cheese,East,30377
2023-10,ChocoMilk Deluxe,North,175500
2023-03,Milk,North,6098
2023-02,ChocoMilk Deluxe,West,267170
2023-12,Cheese,East,29505
2023-01,Milk,West,13250
2023-07,Milk,East,21088
2023-07,Milk,East,21187
2023-12,ChocoMilk Deluxe,East,223550
2023-02,Yogurt,East,15471
2023-07,ChocoMilk Deluxe,East,269420
2023-08,ChocoMilk Deluxe,East,160550
2023-01,Yogurt,North,29426
2023-09,Yogurt,North,7370
2023-07,Yogurt,North,17632
2023-03,Yogurt,South,29473
2023-08,Milk,East,17199
2023-07,Cheese,North,30765
2023-11,Yogurt,East,22237
2023-08,Milk,West,8256
2023-06,Cheese,South,31002
2023-09,ChocoMilk Deluxe,East,63710
2023-05,Cheese,North,23442
2023-03,Yogurt,South,13626
2023-03,Milk,West,28728
2023-01,Yogurt,East,8758
2023-12,Cheese,South,12091
2023-08,ChocoMilk Deluxe,East,169080
2023-02,ChocoMilk Deluxe,South,212960
2023-03,ChocoMilk Deluxe,North,114120
2023-08,Milk,East,16577
2023-08,Cheese,East,30985
2023-11,ChocoMilk Deluxe,East,175230
2023-04,ChocoMilk Deluxe,North,97380
2023-04,ChocoMilk Deluxe,South,263900
2023-05,Yogurt,North,28291
2023-06,Cheese,West,24083
2023-05,Milk,West,25468
2023-07,ChocoMilk Deluxe,West,239990
2023-02,Yogurt,South,5891
2023-07,Milk,East,25394
2023-10,Milk,South,12556
2023-07,Yogurt,West,6225
2023-01,Yogurt,South,7296
2023-07,Milk,East,21738
2023-05,Milk,East,25109
2023-03,Milk,South,29751
2023-03,Milk,West,27016
2023-04,ChocoMilk Deluxe,East,213330
2023-12,Yogurt,West,16508
2023-02,Yogurt,East,27804
2023-02,Yogurt,West,5864
2023-01,Cheese,South,12782
2023-05,Yogurt,North,18622
2023-04,ChocoMilk Deluxe,North,167720
2023-11,Yogurt,West,7101
2023-10,Cheese,East,25752
2023-02,Yogurt,South,22626
2023-03,ChocoMilk Deluxe,East,160580
2023-07,Milk,North,24542
2023-07,Milk,North,12421
2023-12,ChocoMilk Deluxe,South,282750
2023-04,ChocoMilk Deluxe,West,243270
2023-05,Cheese,South,26883
2023-05,Cheese,North,6546
2023-06,Milk,South,10637
2023-09,Cheese,North,7088
2023-02,ChocoMilk Deluxe,East,242310
2023-05,Milk,North,19669
2023-12,Cheese,North,16472
2023-03,ChocoMilk Deluxe,South,127080
2023-04,Cheese,South,28669
2023-10,Yogurt,South,6110
2023-06,Cheese,East,8025
2023-12,ChocoMilk Deluxe,South,276060
2023-08,ChocoMilk Deluxe,East,145780
2023-01,Cheese,West,23553
2023-10,ChocoMilk Deluxe,South,94030
2023-08,ChocoMilk Deluxe,South,69340
2023-11,ChocoMilk Deluxe,West,81600
2023-07,Cheese,West,11786
2023-01,Cheese,West,14654
2023-02,Cheese,North,21330
2023-03,Cheese,North,17059
2023-01,Cheese,North,12199
2023-09,Milk,West,6195
2023-08,Yogurt,East,15621
2023-02,Cheese,South,17923
2023-09,ChocoMilk Deluxe,North,155510
2023-07,ChocoMilk Deluxe,West,129200
2023-09,Cheese,South,30906
2023-06,Cheese,North,14441
2023-06,Yogurt,West,23478
2023-11,Milk,South,22936
2023-04,Milk,North,18191
2023-10,ChocoMilk Deluxe,North,165560
2023-10,Milk,North,16821
2023-02,ChocoMilk Deluxe,North,262360
2023-07,ChocoMilk Deluxe,North,263910
2023-05,Cheese,West,8568
2023-11,ChocoMilk Deluxe,South,99380
2023-06,Cheese,North,10196
2023-02,ChocoMilk Deluxe,South,273170
2023-05,ChocoMilk Deluxe,North,73740
2023-10,Milk,West,5730
2023-04,Yogurt,West,28410
2023-09,Yogurt,South,28271
2023-06,Milk,North,22981
2023-02,ChocoMilk Deluxe,West,121730
2023-01,Cheese,North,9738
2023-05,Cheese,North,29633
2023-09,Milk,East,22215
2023-06,Yogurt,West,22973
2023-10,ChocoMilk Deluxe,South,243270
2023-12,Yogurt,South,12818
2023-07,Yogurt,North,26718
2023-05,Yogurt,North,8096
2023-10,Milk,North,20061
2023-06,Cheese,East,9672
2023-05,Milk,North,14796
2023-11,Milk,North,23133
2023-09,Milk,South,15753
2023-06,ChocoMilk Deluxe,East,105370
2023-11,ChocoMilk Deluxe,South,105940
2023-08,Milk,East,14324
2023-02,Cheese,East,19215
2023-12,Milk,West,19963
2023-09,ChocoMilk Deluxe,West,148690
2023-05,Cheese,West,7869
2023-07,Yogurt,South,23415
2023-10,Cheese,West,29508
2023-01,Yogurt,West,14780
2023-10,Cheese,South,27021
2023-05,Milk,East,24654
2023-12,Milk,East,16150
2023-10,Cheese,North,30716
2023-02,ChocoMilk Deluxe,North,254780
2023-12,Cheese,West,26156
2023-06,Milk,South,17019
2023-11,ChocoMilk Deluxe,East,113680
2023-01,Milk,South,11904
2023-03,Milk,North,10173
2023-05,ChocoMilk Deluxe,West,142770
2023-04,Yogurt,North,20270
2023-03,Cheese,North,22180
2023-10,Yogurt,East,31428
2023-05,Yogurt,South,6864
2023-11,Milk,East,20578
2023-08,Yogurt,East,22882
2023-11,Yogurt,North,27756
2023-04,ChocoMilk Deluxe,West,279410
2023-01,ChocoMilk Deluxe,North,202700
2023-11,Cheese,South,13752
2023-07,Yogurt,West,16623
2023-08,Milk,East,27335
2023-03,Milk,South,24238
2023-06,Cheese,South,23961
2023-02,Yogurt,South,16168
2023-07,Yogurt,South,13846
2023-08,Cheese,North,23232
2023-06,ChocoMilk Deluxe,South,207100
2023-06,Yogurt,North,13669
2023-05,Yogurt,West,6061
2023-08,Milk,South,4780
2023-01,Yogurt,North,20657
2023-10,ChocoMilk Deluxe,South,171400
2023-04,Milk,West,16088
2023-04,Cheese,East,11083
2023-03,ChocoMilk Deluxe,West,219020
2023-03,Yogurt,East,25246
2023-04,Cheese,North,8748
2023-11,Milk,West,32318
2023-01,Yogurt,North,25186
2023-11,Cheese,West,31040
2023-11,Milk,South,16359
2023-02,Cheese,East,10832
2023-09,Milk,South,11611
2023-10,Yogurt,North,18025
2023-02,ChocoMilk Deluxe,South,141530
2023-05,Cheese,East,16744
2023-09,Yogurt,East,44371
2023-09,Cheese,East,9959
2023-08,Milk,East,29954
2023-01,ChocoMilk Deluxe,East,152580
2023-01,Milk,North,23696
2023-09,Milk,South,18468
2023-11,Cheese,West,22735
2023-08,Yogurt,South,7853
2023-10,Cheese,South,13303
2023-09,Milk,North,25716
2023-07,ChocoMilk Deluxe,North,205210
2023-03,Cheese,North,16806
2023-03,Milk,North,23789
2023-02,Cheese,South,8032
2023-05,Milk,East,19088
2023-12,Cheese,East,10970
2023-12,Yogurt,North,16119
2023-03,Yogurt,West,19871
2023-06,Milk,South,14080
2023-02,Milk,South,11576
2023-12,Milk,West,13355
2023-03,Milk,North,5055
2023-05,Milk,South,7359
2023-12,Cheese,West,25515
2023-11,Milk,East,12438
2023-11,Yogurt,West,23463
2023-01,Cheese,West,17652
2023-01,Milk,North,26695
2023-10,Cheese,South,14484
2023-09,Milk,West,12673
2023-07,Yogurt,South,25513
2023-01,Cheese,South,19939
2023-12,Milk,North,17347
2023-08,Cheese,East,26944
2023-03,Milk,South,16210
2023-08,Yogurt,North,27840
2023-05,ChocoMilk Deluxe,North,128290
2023-01,Milk,West,21877
2023-07,Yogurt,South,26707
2023-05,Milk,North,22639
2023-06,Milk,East,17319
2023-06,Milk,West,16131
2023-08,ChocoMilk Deluxe,East,260990
2023-09,Cheese,North,11618
2023-02,ChocoMilk Deluxe,West,248840
2023-09,Cheese,South,12295
2023-12,Milk,West,29058
2023-11,Yogurt,West,18298
2023-10,ChocoMilk Deluxe,East,146770
2023-09,ChocoMilk Deluxe,South,266860
2023-10,Yogurt,North,28610
2023-10,Cheese,East,28623
2023-07,Milk,South,11648
2023-01,Milk,North,17165
2023-07,Cheese,West,15002
2023-10,ChocoMilk Deluxe,South,129490
2023-05,Yogurt,East,43683
2023-06,ChocoMilk Deluxe,North,213480
2023-10,Milk,North,13974
2023-07,Yogurt,South,13094
2023-05,ChocoMilk Deluxe,South,121360
2023-07,Cheese,West,12970
2023-09,Cheese,North,5911
2023-03,Yogurt,West,14580
2023-08,Yogurt,West,26626
2023-02,ChocoMilk Deluxe,East,87840
2023-11,Cheese,East,7296
2023-07,Milk,South,23296
2023-02,Cheese,South,31830
2023-04,Milk,South,20372
